+-------+--------------+-------+---------------+----------------------------+
|   id  |     name     | level |     class     |            race            |
| 13140 |   Менянет    |   80  |     Друид     |          Человек           |
| 13141 |     Винд     |   80  |     Шаман     |        Эльф бездны         |
| 13142 | Cursedbunny  |   80  |     Шаман     |        Эльф бездны         |
| 13143 |    Фидель    |   80  |      Маг      |           Гоблин           |
| 13144 |   Zlodeika   |   80  |   Разбойник   |           Ворген           |
| 13145 |   Topwarr    |   80  |      Воин     |           Таурен           |
| 13146 |    Рыкарь    |   80  |   Разбойник   |          Человек           |
| 13147 |    Сажало    |   80  |    Охотник    |           Дреней           |
| 13148 |    Rybaka    |   80  |      Воин     |           Таурен           |
| 13149 |  Кертираэль  |   80  |      Жрец     |         Эльф крови         |
| 13150 |    Ulitka    |   80  |    Паладин    |           Эредар           |
| 13151 |    Звезда    |   80  |      Жрец     |           Эредар           |
| 13152 |   Кипердед   |   80  |   Разбойник   |         Эльф крови         |
| 13153 | Crazyperchik |   80  | Рыцарь смерти |       Ночнорожденный       |
| 13154 |   Vassago    |   80  |     Друид     |           Дреней           |
| 13155 |   Pochtidc   |   80  |      Жрец     |           Дреней           |
| 13156 |    Mepaka    |   80  | Рыцарь смерти |            Гном            |
| 13157 |    Живка     |   80  |    Паладин    |         Эльф крови         |
| 13158 |    Кайтик    |   80  |      Воин     |           Гоблин           |
| 13159 | Цветоквойны  |   80  |      Маг      |           Эредар           |
| 13160 |  Совундель   |   80  |     Друид     |           Эредар           |
| 13161 |   Кусящит    |   80  |    Паладин    |         Эльф крови         |
| 13162 | Госпожаболь  |   80  | Рыцарь смерти |           Эредар           |
| 13163 |   Elyllis    |   80  |      Жрец     |           Эредар           |
| 13164 |   Тукитук    |   80  |    Охотник    |       Вульпера(Орда)       |
| 13165 |  Осьминожка  |   80  |      Жрец     |           Эредар           |
| 13166 |  Лоляхантер  |   80  |    Охотник    |        Эльф бездны         |
| 13167 |    Шредор    |   80  |   Разбойник   |      Вульпера(Альянс)      |
| 13168 |    Huxepa    |   80  |  Чернокнижник |            Гном            |
| 13169 |   Hellback   |   80  |    Паладин    |           Тролль           |
| 13170 |  Уголовница  |   80  |     Друид     |           Эредар           |
| 13171 |   Ареслой    |   80  |  Чернокнижник |            Орк             |
| 13172 |     Aani     |   80  |     Друид     |           Дреней           |
| 13173 |    Гуднир    |   80  |      Воин     |          Человек           |
| 13174 |   Шиккайна   |   80  |     Друид     |        Ночной эльф         |
| 13175 |  Лашгепсия   |   80  |   Разбойник   |        Эльф бездны         |
| 13176 |   Svolocn    |   80  |     Друид     |      Вульпера(Альянс)      |
| 13177 |   Шандарал   |   80  |     Шаман     |         Эльф крови         |
| 13178 |    Bpmkrk    |   80  |    Паладин    |      Пандарен(Альянс)      |
| 13179 |   Кощмара    |   80  |  Чернокнижник |        Высший эльф         |
| 13180 | Bloodfallen  |   80  | Рыцарь смерти |        Ночной эльф         |
| 13181 |  Настройщик  |   80  |  Чернокнижник |           Эредар           |
| 13182 |   Мерлинд    |   80  |      Маг      |           Нежить           |
| 13183 |  Blacklove   |   80  |      Жрец     |        Высший эльф         |
| 13184 |   Kvantum    |   80  |    Паладин    |         Эльф крови         |
| 13185 | Безразличный |   80  |  Чернокнижник |           Эредар           |
| 13186 | Hopesdielast |   80  |      Маг      |           Эредар           |
| 13187 |    Олорин    |   80  |    Паладин    |       Пандарен(Орда)       |
| 13188 |  Hendollim   |   80  |    Паладин    |            Орк             |
| 13189 |   Тамагоча   |   80  |      Маг      |           Нежить           |
| 13190 |    Sober     |   80  |  Чернокнижник |           Гоблин           |
| 13191 | Lorddarkness |   80  |  Чернокнижник |           Эредар           |
| 13192 | Holothewolf  |   80  |      Жрец     |           Эредар           |
| 13193 |    Miriya    |   80  |     Шаман     |        Эльф бездны         |
| 13194 |   Shauana    |   80  |      Маг      |        Ночной эльф         |
| 13195 |   Teseriya   |   80  |     Друид     |        Ночной эльф         |
| 13196 |   Dreidan    |   80  |   Разбойник   |        Эльф бездны         |
| 13197 |    Hanzel    |   80  |    Паладин    |        Ночной эльф         |
| 13198 |     Зэцу     |   80  | Рыцарь смерти |           Эредар           |
| 13199 |   Chapchik   |   80  |    Паладин    |       Ночнорожденный       |
| 13200 |    Grice     |   80  |  Чернокнижник |           Нежить           |
| 13201 |  Pyromaniac  |   80  |      Маг      |        Эльф бездны         |
| 13202 |   Skyhell    |   80  |     Друид     |           Эредар           |
| 13203 |   Scrumbag   |   80  |   Разбойник   |           Нежить           |
| 13204 | Эйсвентурка  |   80  |    Охотник    |        Эльф бездны         |
| 13205 |  Surmullet   |   80  |    Паладин    |        Эльф бездны         |
| 13206 |  Копытотян   |   80  |     Друид     |           Дреней           |
| 13207 |    Гност     |   80  |     Друид     |        Ночной эльф         |
| 13208 |   Adamuch    |   80  |      Маг      |           Гоблин           |
| 13209 |   Likanin    |   80  |     Друид     |        Ночной эльф         |
| 13210 |   Лендерр    |   80  | Рыцарь смерти |        Высший эльф         |
| 13211 | Мишкабртишка |   80  |     Друид     |        Ночной эльф         |
| 13212 |   Femellka   |   80  |      Жрец     |           Эредар           |
| 13213 | Андединсайд  |   80  |      Воин     |           Нежить           |
| 13214 | Пропалбратан |   80  |      Воин     |           Эредар           |
| 13215 |    Дарнил    |   80  |    Паладин    |           Ворген           |
| 13216 |    Orani     |   80  |      Жрец     |        Эльф бездны         |
| 13217 |   Siniyelf   |   80  |     Друид     |        Ночной эльф         |
| 13218 | Мертваяняша  |   80  | Рыцарь смерти |          Человек           |
| 13219 |   Хламабот   |   80  |    Охотник    |        Эльф бездны         |
| 13220 |   Микаросс   |   80  |     Друид     |            Орк             |
| 13221 |  Толстыйбок  |   80  | Рыцарь смерти |           Таурен           |
| 13222 |  Alexafern   |   80  |      Маг      |           Тролль           |
| 13223 |  Satirikon   |   80  |  Чернокнижник |           Гоблин           |
| 13224 |    Яангел    |   80  |      Жрец     |        Высший эльф         |
| 13225 |    Смеска    |   80  |     Шаман     |          Человек           |
| 13226 |   Флорико    |   80  |      Жрец     |       Вульпера(Орда)       |
| 13227 |   Drandic    |   80  |    Паладин    |           Дреней           |
| 13228 |   Ухухунт    |   80  |    Охотник    |           Тролль           |
| 13229 |   Порнуха    |   80  | Рыцарь смерти |          Человек           |
| 13230 | Приставучкин |   80  |      Жрец     |           Эредар           |
| 13231 |   Бабагаля   |   80  |    Паладин    |           Дворф            |
| 13232 |    Nuhala    |   80  |      Воин     |          Человек           |
| 13233 |   Трефчик    |   80  |      Маг      |           Эредар           |
| 13234 |    Bigfat    |   80  |    Паладин    |        Эльф бездны         |
| 13235 |   Глубоко    |   80  | Рыцарь смерти |        Ночной эльф         |
| 13236 |     Inui     |   80  |     Шаман     |           Эредар           |
| 13237 |   Kypherr    |   80  |      Маг      |           Эредар           |
| 13238 |   Tornadpo   |   80  |   Разбойник   |           Нежить           |
| 13239 |  Monokymaz   |   80  |    Паладин    |        Высший эльф         |
| 13240 |   Spasvas    |   80  |     Друид     |        Эльф бездны         |
| 13241 |    Калюжа    |   80  |      Воин     |        Ночной эльф         |
| 13242 |    Amfee     |   80  |  Чернокнижник |           Эредар           |
| 13243 |    Kimma     |   80  |     Шаман     |           Эредар           |
| 13244 |  Fragilion   |   80  |      Маг      |           Тролль           |
| 13245 |   Fuztery    |   80  |     Друид     |           Эредар           |
| 13246 |  Табуретыч   |   80  |     Друид     |           Дреней           |
| 13247 |  Андрикуля   |   80  | Рыцарь смерти |            Орк             |
| 13248 |    Хинот     |   80  |    Паладин    |       Вульпера(Орда)       |
| 13249 |    Марони    |   80  |   Разбойник   |      Вульпера(Альянс)      |
| 13250 |     Virz     |   80  |      Маг      |        Высший эльф         |
| 13251 |    Docck     |   80  |     Друид     |           Эредар           |
| 13252 |   Экзодайк   |   80  |    Паладин    |           Дреней           |
| 13253 |    Ридрик    |   80  | Рыцарь смерти |          Человек           |
| 13254 |    Ganin     |   80  | Рыцарь смерти |          Человек           |
| 13255 |   Фаготика   |   80  | Рыцарь смерти |           Эредар           |
| 13256 |     Insp     |   80  |      Жрец     |           Тролль           |
| 13257 |   Еретикс    |   80  |  Чернокнижник |           Дворф            |
| 13258 |  Gugaguglov  |   80  |      Маг      |      Вульпера(Альянс)      |
| 13259 |    Ахраил    |   80  |    Охотник    |          Человек           |
| 13260 |    Schiru    |   80  |     Друид     |         Эльф крови         |
| 13261 |    Zachlo    |   80  |    Паладин    |            Орк             |
| 13262 |   Calipsa    |   80  |  Чернокнижник |           Эредар           |
| 13263 | Mrbrightside |   80  |    Паладин    |           Дворф            |
| 13264 |   Abertrey   |   80  | Рыцарь смерти |          Человек           |
| 13265 | Потеряшечка  |   80  |    Паладин    |        Эльф бездны         |
| 13266 |   Ремиксс    |   80  |     Друид     |        Высший эльф         |
| 13267 |   Powhoyou   |   80  |  Чернокнижник |           Гоблин           |
| 13268 |  Gravizappa  |   80  | Рыцарь смерти |      Вульпера(Альянс)      |
| 13269 |     Zoll     |   80  |      Воин     |        Ночной эльф         |
| 13270 |    Supone    |   80  |      Жрец     |       Ночнорожденный       |
| 13271 |    Handan    |   80  |     Шаман     |        Ночной эльф         |
| 13272 |   Чпунька    |   80  |     Друид     |           Гоблин           |
| 13273 |   Elayzer    |   80  | Рыцарь смерти |          Человек           |
| 13274 |    Holos     |   80  |  Чернокнижник |           Таурен           |
| 13275 |  Точнаяигра  |   80  |    Охотник    |          Человек           |
| 13276 |  Соняхантер  |   80  |    Охотник    |        Ночной эльф         |
| 13277 |    Юкари     |   80  |  Чернокнижник |        Эльф бездны         |
| 13278 | Prostokosmos |   80  |      Жрец     |           Эредар           |
| 13279 |  Soapbubble  |   80  |    Паладин    |          Человек           |
| 13280 |  Автомобиль  |   80  |     Друид     |           Ворген           |
| 13281 |  Микродикир  |   80  |     Шаман     |            Гном            |
| 13282 | Элементарный |   80  |     Шаман     |           Эредар           |
| 13283 |  Pristulka   |   80  |      Жрец     |         Эльф крови         |
| 13284 |    Arnis     |   80  |     Шаман     |           Эредар           |
| 13285 | Ainzoulgone  |   80  |      Маг      |          Человек           |
| 13286 |   Кавайня    |   80  | Рыцарь смерти |           Нежить           |
| 13287 | Чикиппибарум |   80  |      Воин     |          Человек           |
| 13288 | Бестолкошка  |   80  |      Жрец     |        Ночной эльф         |
| 13289 |    Reimy     |   80  |   Разбойник   |       Ночнорожденный       |
| 13290 |    Чинзаз    |   80  |     Друид     |           Таурен           |
| 13291 |   Nikusia    |   80  |    Охотник    |        Эльф бездны         |
| 13292 | Султанмирза  |   80  |    Паладин    |            Орк             |
| 13293 |  Андариэль   |   80  |  Чернокнижник |           Эредар           |
| 13294 |     Ysha     |   80  |  Чернокнижник |           Гоблин           |
| 13295 |    Летняя    |   80  |      Жрец     |           Эредар           |
| 13296 |    Ррмяу     |   80  |    Охотник    |       Вульпера(Орда)       |
| 13297 |  Николаевна  |   80  |   Разбойник   |        Ночной эльф         |
| 13298 |    Raven     |   80  |   Разбойник   |         Эльф крови         |
| 13299 |    Хаарон    |   80  |    Паладин    |           Ворген           |
| 13300 |    Эйверс    |   80  |     Шаман     |           Гоблин           |
| 13301 |   Хантуюю    |   80  |    Охотник    |           Тролль           |
| 13302 |  Kinnareth   |   80  |      Воин     |          Человек           |
| 13303 |    Kaven     |   80  | Рыцарь смерти |           Нежить           |
| 13304 |   Wendetta   |   80  |      Жрец     |       Вульпера(Орда)       |
| 13305 |   Кельтаас   |   80  |     Друид     |        Эльф бездны         |
| 13306 |    Уликс     |   80  |  Чернокнижник |           Гоблин           |
| 13307 |    Messia    |   80  | Рыцарь смерти |       Ночнорожденный       |
| 13308 |   Destrudo   |   80  |    Охотник    |        Эльф бездны         |
| 13309 |    Rashta    |   80  |     Шаман     |           Ворген           |
| 13310 |    Вилеум    |   80  |      Маг      |      Вульпера(Альянс)      |
| 13311 |  Шамбархам   |   80  |     Шаман     |           Таурен           |
| 13312 |   Solympa    |   80  |      Маг      |           Гоблин           |
| 13313 |   Тенимара   |   80  |   Разбойник   |        Высший эльф         |
| 13314 |   Maneater   |   80  |     Друид     |           Нежить           |
| 13315 |   Velvett    |   80  |      Жрец     |        Эльф бездны         |
| 13316 |    Zafira    |   80  |      Жрец     |          Человек           |
| 13317 |   Barebyh    |   80  |      Воин     |          Человек           |
| 13318 | Доппивинегар |   80  |  Чернокнижник |           Нежить           |
| 13319 |   Lenacat    |   80  |     Друид     |      Вульпера(Альянс)      |
| 13320 |   Fellera    |   80  |  Чернокнижник |         Эльф крови         |
| 13321 |   Бабаягас   |   80  |      Маг      |        Высший эльф         |
| 13322 |  Тайдареон   |   80  |      Жрец     |           Эредар           |
| 13323 |   Шеадаль    |   80  |      Жрец     |       Ночнорожденный       |
| 13324 |  Вагонгода   |   80  |    Паладин    |       Вульпера(Орда)       |
| 13325 |     Asar     |   80  |      Воин     |            Орк             |
| 13326 |     Ысь      |   80  |      Маг      |            Гном            |
| 13327 |   Ortemka    |   80  |    Охотник    |        Эльф бездны         |
| 13328 |   Дениарен   |   80  |     Шаман     |       Ночнорожденный       |
| 13329 |   Серёжки    |   80  |     Шаман     |        Эльф бездны         |
| 13330 |    Туфайл    |   80  |    Паладин    |        Ночной эльф         |
| 13331 |    Vinya     |   80  | Рыцарь смерти |        Ночной эльф         |
| 13332 |    Jevvs     |   80  |     Друид     |        Ночной эльф         |
| 13333 |     Kofa     |   80  |      Жрец     |        Ночной эльф         |
| 13334 | Soulstiller  |   80  |      Маг      |           Нежить           |
| 13335 |   Тамарика   |   80  |     Шаман     |      Вульпера(Альянс)      |
| 13336 |     Pepq     |   80  |      Маг      |           Эредар           |
| 13337 |    Кайлия    |   80  |  Чернокнижник |         Эльф крови         |
| 13338 |   Senadori   |   80  |     Шаман     |        Эльф бездны         |
| 13339 |   Никитон    |   80  |      Жрец     |          Человек           |
| 13340 |    Elira     |   80  |   Разбойник   |      Вульпера(Альянс)      |
| 13341 | Вестибулятор |   80  |    Охотник    |         Эльф крови         |
| 13342 |      Tj      |   80  |  Чернокнижник |           Ворген           |
| 13343 |   Mistiika   |   80  |  Чернокнижник |        Эльф бездны         |
| 13344 |   Messacre   |   80  |   Разбойник   |        Ночной эльф         |
| 13345 |    Ноичи     |   80  |     Друид     |       Ночнорожденный       |
| 13346 | Мягкийкексик |   80  | Рыцарь смерти |       Ночнорожденный       |
| 13347 |   Grogarot   |   80  |      Воин     |            Орк             |
| 13348 | Generalochka |   80  | Рыцарь смерти |           Эредар           |
| 13349 |    Folzy     |   80  |    Охотник    |        Эльф бездны         |
| 13350 |   Chingis    |   80  |      Воин     |           Дворф            |
| 13351 |   Wolfice    |   80  |      Жрец     |        Эльф бездны         |
| 13352 |    Лютыи     |   80  | Рыцарь смерти |           Дреней           |
| 13353 |  Питерквин   |   80  |      Воин     |            Орк             |
| 13354 |  Hysterica   |   80  |    Паладин    |           Эредар           |
| 13355 |  Даионерис   |   80  |     Шаман     |           Гоблин           |
| 13356 |    Buraia    |   80  |  Чернокнижник |         Эльф крови         |
| 13357 |    Араиа     |   80  |     Друид     |      Вульпера(Альянс)      |
| 13358 |    Kisara    |   80  |  Чернокнижник |           Эредар           |
| 13359 |   Amentune   |   80  |     Шаман     |      Вульпера(Альянс)      |
| 13360 |    Ружжо     |   80  |    Охотник    |           Дворф            |
| 13361 | Shavedballs  |   80  |    Охотник    |            Нага            |
| 13362 |    Немину    |   80  |    Охотник    |       Ночнорожденный       |
| 13363 |  Exploited   |   80  |    Охотник    |           Дворф            |
| 13364 |  Некрогерл   |   80  |      Жрец     |           Нежить           |
| 13365 |   Героиняя   |   80  |      Маг      |            Орк             |
| 13366 |   Lunarian   |   80  |    Охотник    |        Высший эльф         |
| 13367 |  Фрутонянь   |   80  |      Жрец     |            Нага            |
| 13368 |   Малфурик   |   80  |      Маг      |        Высший эльф         |
| 13369 |     Фей      |   80  |      Жрец     |        Высший эльф         |
| 13370 |    Toryel    |   80  |     Друид     |        Ночной эльф         |
| 13371 |   Мопсоид    |   80  |    Охотник    |           Дворф            |
| 13372 |    Гемыч     |   80  |     Друид     |        Ночной эльф         |
| 13373 |   Naginato   |   80  |     Друид     |            Нага            |
| 13374 |   Zimanyxa   |   80  |      Маг      |           Тролль           |
| 13375 |    Ellipc    |   80  |     Друид     |            Нага            |
| 13376 |    Ветан     |   80  |      Воин     |         Эльф крови         |
| 13377 |  Баггсбанни  |   80  |      Жрец     |           Нежить           |
| 13378 | Варварионка  |   80  |      Маг      |        Высший эльф         |
| 13379 |  Rockfeller  |   80  |    Паладин    |          Человек           |
| 13380 |  Кроусанчик  |   80  |    Паладин    |           Дворф            |
| 13381 | Имбирныйчай  |   80  |      Маг      |           Тролль           |
| 13382 |     Kibb     |   80  |      Маг      |         Эльф крови         |
| 13383 |  Saphyline   |   80  |     Шаман     |           Дреней           |
| 13384 |  Мурмилонка  |   80  |    Охотник    |           Гоблин           |
| 13385 |    Hinaki    |   80  | Рыцарь смерти |           Дреней           |
| 13386 |  Чмошничек   |   80  |    Паладин    |            Орк             |
| 13387 |    Miasuy    |   80  |  Чернокнижник |           Эредар           |
| 13388 |   Idoctor    |   80  |     Шаман     |      Вульпера(Альянс)      |
| 13389 |   Titiana    |   80  |      Жрец     |           Дреней           |
| 13390 |  Fishtroll   |   80  |     Шаман     |           Тролль           |
| 13391 |     Дипс     |   80  |     Шаман     |        Высший эльф         |
| 13392 | Тарантаночка |   80  |    Паладин    |          Человек           |
| 13393 |    Kontra    |   80  |    Паладин    |          Человек           |
| 13394 | Усилкивинту  |   80  |      Воин     |           Таурен           |
| 13395 |    Дорсия    |   80  |     Шаман     |           Дреней           |
| 13396 | Нарколептик  |   80  |      Жрец     |        Ночной эльф         |
| 13397 |    Larika    |   80  |    Паладин    |        Высший эльф         |
| 13398 |  Киборгмаг   |   80  |      Маг      |           Гоблин           |
| 13399 |   Remyfox    |   80  |      Жрец     |      Вульпера(Альянс)      |
| 13400 |  Ложкакрови  |   80  | Рыцарь смерти |        Ночной эльф         |
| 13401 |   Beltron    |   80  |    Охотник    |           Гоблин           |
| 13402 |    Аллери    |   80  |   Разбойник   |        Эльф бездны         |
| 13403 |   Эликтро    |   80  |    Паладин    |         Эльф крови         |
| 13404 |    Ladran    |   80  |    Охотник    |          Человек           |
| 13405 | Тайлержирден |   80  |     Друид     |           Дреней           |
| 13406 |  Zaebashka   |   80  |     Друид     |        Ночной эльф         |
| 13407 |    Тревир    |   80  |    Охотник    |           Ворген           |
| 13408 |    Pentik    |   80  |  Чернокнижник |       Вульпера(Орда)       |
| 13409 |   Rockevil   |   80  |  Чернокнижник |         Эльф крови         |
| 13410 |   Коксобар   |   80  |     Друид     |       Пандарен(Орда)       |
| 13411 |  Орбитафия   |   80  |    Паладин    |           Эредар           |
| 13412 |    Taydel    |   80  |      Воин     |          Человек           |
| 13413 |   Романька   |   80  |     Шаман     |       Вульпера(Орда)       |
| 13414 |    Tepesh    |   80  |     Друид     |           Гоблин           |
| 13415 |   Mrplagin   |   80  |      Маг      |        Высший эльф         |
| 13416 | Sergeyshhunt |   80  |    Охотник    |        Эльф бездны         |
| 13417 |   Berimor    |   80  |    Паладин    |           Дворф            |
| 13418 |  Galdiiran   |   80  |     Шаман     |        Ночной эльф         |
| 13419 |   Эротичка   |   80  |      Маг      |           Дреней           |
| 13420 |    Missdk    |   80  | Рыцарь смерти |           Дреней           |
| 13421 | Smallkiller  |   80  |    Охотник    |        Эльф бездны         |
| 13422 |   Элисфея    |   80  |     Шаман     |            Нага            |
| 13423 |  Crystalina  |   80  |     Шаман     |           Дреней           |
| 13424 |  Eleonorra   |   80  |    Паладин    |         Эльф крови         |
| 13425 |  Burrunduk   |   80  |    Паладин    |         Эльф крови         |
| 13426 |    Friste    |   80  |    Паладин    |           Ворген           |
| 13427 |  Rechanger   |   80  |     Друид     |        Ночной эльф         |
| 13428 | Nightshunter |   80  |      Маг      |        Высший эльф         |
| 13429 | Поликлиника  |   80  |      Жрец     |       Вульпера(Орда)       |
| 13430 |    Ramero    |   80  |      Жрец     |        Ночной эльф         |
| 13431 |     Fyp      |   80  |    Охотник    |        Ночной эльф         |
| 13432 |    Kabur     |   80  |    Паладин    |          Человек           |
| 13433 |     Нейо     |   80  |     Друид     |        Ночной эльф         |
| 13434 |  Timrigelm   |   80  |  Чернокнижник |           Нежить           |
| 13435 |    Айварс    |   80  |    Паладин    |           Нежить           |
| 13436 |   Регретис   |   80  |      Жрец     |           Ворген           |
| 13437 |    Livre     |   80  |  Чернокнижник |           Гоблин           |
| 13438 | Фатамаргана  |   80  |      Маг      |       Ночнорожденный       |
| 13439 |   Фэйвель    |   80  | Рыцарь смерти |           Дреней           |
| 13440 |    Endra     |   80  |    Охотник    |           Эредар           |
| 13441 | Aalekseevich |   80  |      Маг      |         Эльф крови         |
| 13442 |   Legasega   |   80  |   Разбойник   |           Нежить           |
| 13443 |   Продукт    |   80  |     Шаман     |        Высший эльф         |
| 13444 |  Ясноечудо   |   80  | Рыцарь смерти |       Ночнорожденный       |
| 13445 |  Jandraeda   |   80  |      Жрец     |      Вульпера(Альянс)      |
| 13446 |   Maxfips    |   80  | Рыцарь смерти |           Нежить           |
| 13447 | Надменность  |   80  |    Охотник    |         Эльф крови         |
| 13448 |   Зулгуруб   |   80  |     Шаман     |           Тролль           |
| 13449 |   Palpinka   |   80  |     Шаман     |            Нага            |
| 13450 |    Pipal     |   80  |      Воин     |          Человек           |
| 13451 |   Совокотя   |   80  |     Друид     |           Гоблин           |
| 13452 |   Хилюмба    |   80  |     Шаман     |      Вульпера(Альянс)      |
| 13453 |     Нлав     |   80  |    Охотник    |           Тролль           |
| 13454 |   Jericho    |   80  |    Паладин    |            Нага            |
| 13455 |     Оун      |   80  |  Чернокнижник |           Нежить           |
| 13456 |   Gromozeg   |   80  |  Чернокнижник |      Вульпера(Альянс)      |
| 13457 |    Гаяна     |   80  |  Чернокнижник |           Эредар           |
| 13458 |   Манашек    |   80  |    Паладин    |           Дворф            |
| 13459 | Сульфаруска  |   80  |    Паладин    |           Эредар           |
| 13460 |   Мусинка    |   80  |     Друид     |           Эредар           |
| 13461 |   Kennslay   |   80  |     Друид     |           Таурен           |
| 13462 |   Хирдмен    |   80  |    Паладин    |           Дворф            |
| 13463 |    Peacha    |   80  |      Жрец     |           Эредар           |
| 13464 |   Лиранель   |   80  |     Шаман     |        Эльф бездны         |
| 13465 |  Потныйгном  |   80  |  Чернокнижник |            Гном            |
| 13466 |   Дыркокол   |   80  |      Воин     |           Ворген           |
| 13467 |    Друмор    |   80  |     Друид     |           Нежить           |
| 13468 |  Pollikrik   |   80  |      Маг      |           Тролль           |
| 13469 |   Sifillis   |   80  |  Чернокнижник |           Нежить           |
| 13470 |    Славик    |   80  | Рыцарь смерти |           Эредар           |
| 13471 |   Еленачка   |   80  |      Жрец     |         Эльф крови         |
| 13472 |  Танядикси   |   80  |   Разбойник   |         Эльф крови         |
| 13473 |  Yoirowner   |   80  |      Жрец     |          Человек           |
| 13474 |   Эйденора   |   80  |     Друид     |       Пандарен(Орда)       |
| 13475 |   Алаталь    |   80  |  Чернокнижник |         Эльф крови         |
| 13476 |    Камил     |   80  |     Шаман     |           Ворген           |
| 13477 |  Спиртонос   |   80  | Рыцарь смерти |          Человек           |
| 13478 |    Лауфер    |   80  |      Жрец     |        Ночной эльф         |
| 13479 |    Лассар    |   80  |     Друид     |        Ночной эльф         |
| 13480 |  Дикошарик   |   80  |   Разбойник   |           Гоблин           |
| 13481 |    Doxli     |   80  |      Маг      |           Нежить           |
| 13482 |   Лунтяфка   |   80  |      Жрец     |           Эредар           |
| 13483 |  Kaelkaaju   |   80  |      Воин     |           Эредар           |
| 13484 |  Захильчик   |   80  |     Шаман     |       Вульпера(Орда)       |
| 13485 |    Charka    |   80  |     Друид     |        Высший эльф         |
| 13486 |    Закох     |   80  |      Воин     |           Ворген           |
| 13487 |   Torikas    |   80  |  Чернокнижник |           Ворген           |
| 13488 |     Суло     |   80  |    Охотник    |        Высший эльф         |
| 13489 |   Махайчик   |   80  |     Шаман     |      Вульпера(Альянс)      |
| 13490 |    Kjelen    |   80  |      Воин     |           Нежить           |
| 13491 |    Eisuza    |   80  |  Чернокнижник |           Гоблин           |
| 13492 |   Уильямм    |   80  |      Воин     |          Человек           |
| 13493 |  Памидорка   |   80  |     Шаман     |           Тролль           |
| 13494 |     Teli     |   80  |     Друид     |       Ночнорожденный       |
| 13495 |   Коришка    |   80  | Рыцарь смерти |           Дреней           |
| 13496 |    Танчим    |   80  | Рыцарь смерти |           Таурен           |
| 13497 | Пушистыйрог  |   80  |   Разбойник   |       Ночнорожденный       |
| 13498 |   Schepka    |   80  |  Чернокнижник |           Эредар           |
| 13499 |    Aerra     |   80  | Рыцарь смерти |           Дреней           |
| 13500 |   Legogas    |   80  |     Шаман     |         Эльф крови         |
| 13501 |     Cayy     |   80  |      Маг      |        Ночной эльф         |
| 13502 |  Олежабурст  |   80  |  Чернокнижник |           Гоблин           |
| 13503 |   Abebapro   |   80  |   Разбойник   |           Нежить           |
| 13504 |   Хармоник   |   80  |      Воин     |           Нежить           |
| 13505 |    Капут     |   80  |      Маг      |         Эльф крови         |
| 13506 |   Тутенкай   |   80  |   Разбойник   |           Тролль           |
| 13507 |    Loornl    |   80  | Рыцарь смерти |          Человек           |
| 13508 |     Rego     |   80  |    Охотник    |           Гоблин           |
| 13509 |  Deadplayer  |   80  |      Жрец     |           Нежить           |
| 13510 |   Normlnos   |   80  |    Паладин    |          Человек           |
| 13511 |   Sinibot    |   80  |      Воин     |           Нежить           |
| 13512 |   Хеллсинг   |   80  |     Друид     |           Эредар           |
| 13513 |   Dogelloc   |   80  |     Шаман     | Дворф клана Черного Железа |
| 13514 |  Ахерейчик   |   80  |   Разбойник   |          Человек           |
| 13515 |     Юоо      |   80  | Рыцарь смерти |       Пандарен(Орда)       |
| 13516 |    Траммп    |   80  |    Паладин    |         Эльф крови         |
| 13517 |     Авто     |   80  | Рыцарь смерти |          Человек           |
| 13518 |    Shizl     |   80  |    Охотник    |        Ночной эльф         |
| 13519 |   Asahino    |   80  |     Друид     |         Эльф крови         |
| 13520 |   Lanzull    |   80  |      Маг      |           Эредар           |
| 13521 |    Ясочка    |   80  | Рыцарь смерти |           Дреней           |
| 13522 |    Tunpp     |   80  |  Чернокнижник |        Ночной эльф         |
| 13523 |   Даурина    |   80  |     Друид     |       Вульпера(Орда)       |
| 13524 |    Prozac    |   80  |    Паладин    |           Дреней           |
| 13525 |     Быык     |   80  |    Паладин    |           Таурен           |
| 13526 |     Ildi     |   80  |     Шаман     |           Дреней           |
| 13527 |     Тинь     |   80  |     Шаман     |        Ночной эльф         |
| 13528 | Лошокпетушок |   80  |      Воин     |        Ночной эльф         |
| 13529 |     Ризз     |   80  |    Паладин    |         Эльф крови         |
| 13530 |    Rezka     |   80  |   Разбойник   |          Человек           |
| 13531 |   Санлика    |   80  |     Шаман     |        Эльф бездны         |
| 13532 |  Неготивчик  |   80  |    Охотник    |        Ночной эльф         |
| 13533 |     Sumr     |   80  |    Паладин    |           Ворген           |
| 13534 |   Ттаксист   |   80  |     Шаман     |           Дреней           |
| 13535 |   Lendson    |   80  |    Паладин    |        Ночной эльф         |
| 13536 | Данякилшотх  |   80  |    Охотник    |           Тролль           |
| 13537 |   Antiegor   |   80  |      Маг      |           Нежить           |
| 13538 |    Vellar    |   80  |    Паладин    |           Дреней           |
| 13539 |    Азгал     |   80  | Рыцарь смерти |           Таурен           |
| 13540 |   Carsberg   |   80  |     Друид     |           Эредар           |
| 13541 |    Квилин    |   80  |      Воин     |           Гоблин           |
| 13542 |   Magisha    |   80  |      Маг      |           Тролль           |
| 13543 |   Горгомел   |   80  |     Друид     |           Гоблин           |
